order_month,product_category,item_sales,previous_item_sales,item_sales_change
2017-10,consoles_games,10380.72,8150.57,2230.1499999999996
2017-10,industry_commerce_and_business,2256.69,219.98,2036.71
2017-10,food_drink,2297.23,310.86,1986.37
2017-10,stationery,7697.17,5851.52,1845.6499999999996
2017-10,agro_industry_and_commerce,3350.28,1993.99,1356.2900000000002
2017-10,construction_tools_construction,2576.18,1240.3,1335.8799999999999
2017-10,audio,2328.58,1042.59,1285.99
2017-10,air_conditioning,2562.42,1629.15,933.27
2017-10,fashion_shoes,1860.92,1099.7,761.22
2017-10,construction_tools_safety,1668.85,1124.54,544.31
2017-10,costruction_tools_garden,746.9,251.6,495.29999999999995
2017-10,home_appliances_2,2104.27,1627.8,476.47
2017-10,drinks,596.98,244.98,352.0
2017-10,signaling_and_security,744.0,438.4,305.6
2017-10,construction_tools_lights,500.0,229.0,271.0
2017-10,furniture_living_room,1532.79,1275.87,256.9200000000001
2017-10,furniture_bedroom,943.9,709.6,234.29999999999995
2017-10,dvds_blu_ray,174.6,39.8,134.8
2017-10,christmas_supplies,388.05,254.7,133.35000000000002
2017-10,costruction_tools_tools,1018.6,916.89,101.71000000000004
2017-10,home_comfort_2,64.5,12.9,51.6
2017-10,home_appliances,1837.68,1820.19,17.49000000000001
2017-10,cine_photo,69.0,69.0,0.0
2017-10,art,349.05,388.54,-39.49000000000001
2017-10,fashion_childrens_clothes,39.99,89.99,-49.99999999999999
2017-10,books_technical,880.0,1001.35,-121.35000000000002
2017-10,market_place,1019.54,1147.21,-127.67000000000007
2017-10,party_supplies,137.8,269.8,-132.0
2017-10,tablets_printing_image,99.0,233.9,-134.9
2017-10,food,806.06,992.92,-186.86
2017-10,books_general_interest,734.5,932.24,-197.74
2017-10,fashion_male_clothing,971.9,1177.5,-205.60000000000002
2017-10,pet_shop,8243.58,8534.92,-291.34000000000015
2017-10,fashion_sport,59.9,384.6,-324.70000000000005
2017-10,sports_leisure,48568.98,48972.11,-403.1299999999974
2017-10,furniture_decor,30009.74,30554.920000000002,-545.1800000000003
2017-10,electronics,3376.35,4338.96,-962.6100000000001
2017-10,home_confort,3619.8,4592.34,-972.54
2017-10,fashion_underwear_beach,187.8,1619.9,-1432.1000000000001
2017-10,musical_instruments,6329.26,8507.4,-2178.1399999999994
2017-10,small_appliances,6464.85,10030.74,-3565.8899999999994
2017-10,housewares,15883.68,19941.56,-4057.880000000001
2017-10,fashion_bags_accessories,7584.66,11778.24,-4193.58
2017-10,bed_bath_table,46007.7,52105.61,-6097.9100000000035
2017-10,baby,16497.5,23232.45,-6734.950000000001
2017-10,fixed_telephony,3751.88,13692.91,-9941.029999999999
2017-10,health_beauty,40698.99,50649.16,-9950.170000000006
2017-10,computers,40393.92,51228.89,-10834.970000000001
2017-10,cds_dvds_musicals,45.0,,
2017-10,la_cuisine,137.0,,
2017-10,music,54.9,,
2017-11,bed_bath_table,87957.63,46007.7,41949.93000000001
2017-11,health_beauty,78274.4,40698.99,37575.409999999996
2017-11,furniture_decor,62091.27,30009.74,32081.529999999995
2017-11,watches_gifts,95292.34,64874.63,30417.71
2017-11,toys,62611.26,33324.42,29286.840000000004
2017-11,computers_accessories,69676.32,42009.38,27666.94000000001
2017-11,garden_tools,44275.18,25798.75,18476.43
2017-11,housewares,33872.42,15883.68,17988.739999999998
2017-11,perfumery,31612.13,16877.82,14734.310000000001
2017-11,sports_leisure,62686.24,48568.98,14117.259999999995
2017-11,auto,34736.49,21419.39,13317.099999999999
2017-11,cool_stuff,55696.66,44348.23,11348.43
2017-11,agro_industry_and_commerce,13932.49,3350.28,10582.21
2017-11,musical_instruments,15776.89,6329.26,9447.63
2017-11,stationery,16406.19,7697.17,8709.019999999999
2017-11,electronics,9992.99,3376.35,6616.639999999999
2017-11,fashion_bags_accessories,12849.33,7584.66,5264.67
2017-11,telephony,26117.63,20859.18,5258.450000000001
2017-11,furniture_living_room,6212.95,1532.79,4680.16
2017-11,baby,21048.19,16497.5,4550.689999999999
2017-11,construction_tools_construction,6993.56,2576.18,4417.380000000001
2017-11,pet_shop,11167.79,8243.58,2924.210000000001
2017-11,home_appliances_2,4854.93,2104.27,2750.6600000000003
2017-11,home_appliances,4515.94,1837.68,2678.2599999999993
2017-11,luggage_accessories,8301.15,6240.34,2060.8099999999995
2017-11,books_general_interest,2630.9700000000003,734.5,1896.4700000000003
2017-11,home_confort,5355.39,3619.8,1735.5900000000001
2017-11,construction_tools_lights,2199.48,500.0,1699.48
2017-11,construction_tools_safety,3280.69,1668.85,1611.8400000000001
2017-11,kitchen_dining_laundry_garden_furniture,5007.39,3428.6,1578.7900000000004
2017-11,air_conditioning,4076.62,2562.42,1514.1999999999998
2017-11,consoles_games,11772.28,10380.72,1391.5600000000013
2017-11,audio,3677.23,2328.58,1348.65
2017-11,fashion_underwear_beach,1221.6,187.8,1033.8
2017-11,christmas_supplies,1312.6,388.05,924.55
2017-11,home_construction,4936.72,4201.17,735.5500000000002
2017-11,party_supplies,850.7,137.8,712.9000000000001
2017-11,costruction_tools_garden,1218.5,746.9,471.6
2017-11,market_place,1355.98,1019.54,336.44000000000005
2017-11,small_appliances,6782.92,6464.85,318.0699999999997
2017-11,tablets_printing_image,350.40000000000003,99.0,251.40000000000003
2017-11,furniture_mattress_and_upholstery,334.0,86.5,247.5
2017-11,cine_photo,242.0,69.0,173.0
2017-11,cds_dvds_musicals,195.0,45.0,150.0
2017-11,food_drink,2445.57,2297.23,148.34000000000015
2017-11,drinks,674.12,596.98,77.13999999999999
2017-11,office_furniture,17919.2,17890.83,28.36999999999898
2017-11,fashion_sport,59.9,59.9,0.0
2017-11,la_cuisine,137.0,137.0,0.0
2017-11,home_comfort_2,38.7,64.5,-25.799999999999997
2017-11,books_imported,247.0,290.0,-43.0
2017-11,furniture_bedroom,873.0,943.9,-70.89999999999998
2017-11,fashion_male_clothing,880.99,971.9,-90.90999999999997
2017-11,dvds_blu_ray,79.78999999999999,174.6,-94.81
2017-11,books_technical,768.9,880.0,-111.10000000000002
2017-11,signaling_and_security,596.79,744.0,-147.21000000000004
2017-11,fashion_shoes,1707.8,1860.92,-153.12000000000012
2017-11,industry_commerce_and_business,1994.8700000000001,2256.69,-261.81999999999994
2017-11,art,75.0,349.05,-274.05
2017-11,fashio_female_clothing,59.98,355.7,-295.71999999999997
2017-11,food,498.09,806.06,-307.96999999999997
2017-11,costruction_tools_tools,269.5,1018.6,-749.1
2017-11,unknown,13786.55,16321.27,-2534.720000000001
2017-11,fixed_telephony,943.98,3751.88,-2807.9
2017-11,computers,9768.0,40393.92,-30625.92
2017-11,flowers,187.8,,
2017-12,stationery,24793.1,16406.19,8386.91
2017-12,computers,16741.0,9768.0,6973.0
2017-12,auto,39019.96,34736.49,4283.470000000001
2017-12,unknown,15497.67,13786.55,1711.1200000000008
2017-12,home_construction,6525.3,4936.72,1588.58
2017-12,drinks,2132.84,674.12,1458.7200000000003
2017-12,small_appliances,7539.7699999999995,6782.92,756.8499999999995
2017-12,furniture_mattress_and_upholstery,803.7,334.0,469.70000000000005
2017-12,food,939.34,498.09,441.25000000000006
2017-12,signaling_and_security,770.0,596.79,173.21000000000004
2017-12,costruction_tools_tools,349.4,269.5,79.89999999999998
2017-12,tablets_printing_image,419.40000000000003,350.40000000000003,69.0
2017-12,fixed_telephony,998.77,943.98,54.789999999999964
2017-12,art,115.25,75.0,40.25
2017-12,dvds_blu_ray,119.9,79.78999999999999,40.110000000000014
2017-12,fashion_sport,59.9,59.9,0.0
2017-12,books_imported,231.0,247.0,-16.0
2017-12,fashion_underwear_beach,1173.1,1221.6,-48.5
2017-12,books_technical,670.69,768.9,-98.20999999999992
2017-12,flowers,82.7,187.8,-105.10000000000001
2017-12,cds_dvds_musicals,65.0,195.0,-130.0
2017-12,industry_commerce_and_business,1828.5,1994.8700000000001,-166.37000000000012
2017-12,books_general_interest,2352.2,2630.9700000000003,-278.77000000000044
2017-12,costruction_tools_garden,928.9,1218.5,-289.6
2017-12,party_supplies,515.2,850.7,-335.5
2017-12,fashion_male_clothing,450.89,880.99,-430.1
2017-12,fashion_shoes,1099.0,1707.8,-608.8
2017-12,market_place,703.25,1355.98,-652.73
2017-12,furniture_bedroom,185.0,873.0,-688.0
2017-12,kitchen_dining_laundry_garden_furniture,4277.3,5007.39,-730.0900000000001
2017-12,christmas_supplies,493.90000000000003,1312.6,-818.6999999999998
2017-12,audio,2686.93,3677.23,-990.3000000000002
2017-12,construction_tools_construction,5830.35,6993.56,-1163.21
2017-12,baby,19658.48,21048.19,-1389.7099999999991
2017-12,food_drink,1033.68,2445.57,-1411.89
2017-12,electronics,8518.61,9992.99,-1474.3799999999992
2017-12,construction_tools_safety,1384.92,3280.69,-1895.77
2017-12,construction_tools_lights,176.0,2199.48,-2023.48
2017-12,luggage_accessories,5969.21,8301.15,-2331.9399999999996
2017-12,fashion_bags_accessories,9999.76,12849.33,-2849.5699999999997
2017-12,home_appliances_2,1990.16,4854.93,-2864.7700000000004
2017-12,consoles_games,8885.01,11772.28,-2887.2700000000004
2017-12,home_confort,2257.8,5355.39,-3097.59
2017-12,home_appliances,1331.0,4515.94,-3184.9399999999996
2017-12,air_conditioning,668.8,4076.62,-3407.8199999999997
2017-12,furniture_living_room,2316.0099999999998,6212.95,-3896.94
2017-12,sports_leisure,58722.48,62686.24,-3963.7599999999948
2017-12,pet_shop,7126.74,11167.79,-4041.050000000001
2017-12,musical_instruments,10823.5,15776.89,-4953.389999999999
2017-12,perfumery,26448.94,31612.13,-5163.190000000002
2017-12,toys,55064.56,62611.26,-7546.700000000004
2017-12,housewares,25285.96,33872.42,-8586.46
2017-12,agro_industry_and_commerce,5291.7,13932.49,-8640.79
2017-12,office_furniture,6684.37,17919.2,-11234.830000000002
2017-12,telephony,12780.44,26117.63,-13337.19
2017-12,garden_tools,26795.69,44275.18,-17479.49
2017-12,health_beauty,60688.75,78274.4,-17585.649999999994
2017-12,cool_stuff,37515.57,55696.66,-18181.090000000004
2017-12,watches_gifts,69556.92,95292.34,-25735.42
2017-12,furniture_decor,31073.09,62091.27,-31018.179999999997
2017-12,computers_accessories,37428.67,69676.32,-32247.65000000001
2017-12,bed_bath_table,50081.16,87957.63,-37876.47
2017-12,diapers_and_hygiene,76.0,,
2018-01,computers_accessories,80503.87,37428.67,43075.2
2018-01,sports_leisure,86172.83,58722.48,27450.35
2018-01,bed_bath_table,75408.13,50081.16,25326.97
2018-01,furniture_decor,53798.81,31073.09,22725.719999999998
2018-01,stationery,39522.72,24793.1,14729.620000000003
2018-01,office_furniture,19485.42,6684.37,12801.05
2018-01,luggage_accessories,18546.32,5969.21,12577.11
2018-01,housewares,37446.74,25285.96,12160.779999999999
2018-01,health_beauty,71405.6,60688.75,10716.850000000006
2018-01,baby,29833.88,19658.48,10175.400000000001
2018-01,electronics,15884.28,8518.61,7365.67
2018-01,small_appliances,14261.81,7539.7699999999995,6722.04
2018-01,home_appliances_2,8630.1,1990.16,6639.9400000000005
2018-01,unknown,20993.63,15497.67,5495.960000000001
2018-01,musical_instruments,15178.58,10823.5,4355.08
2018-01,air_conditioning,4674.74,668.8,4005.9399999999996
2018-01,watches_gifts,73521.24,69556.92,3964.320000000007
2018-01,construction_tools_construction,9664.18,5830.35,3833.83
2018-01,pet_shop,10796.06,7126.74,3669.3199999999997
2018-01,costruction_tools_garden,3927.98,928.9,2999.08
2018-01,art,2540.77,115.25,2425.52
2018-01,construction_tools_lights,2392.99,176.0,2216.99
2018-01,telephony,14700.08,12780.44,1919.6399999999994
2018-01,fixed_telephony,2444.1,998.77,1445.33
2018-01,cool_stuff,38942.41,37515.57,1426.8400000000038
2018-01,audio,3820.28,2686.93,1133.3500000000004
2018-01,industry_commerce_and_business,2681.1,1828.5,852.5999999999999
2018-01,construction_tools_safety,2228.89,1384.92,843.9699999999998
2018-01,home_confort,3020.16,2257.8,762.3599999999997
2018-01,furniture_bedroom,914.8,185.0,729.8
2018-01,agro_industry_and_commerce,5853.4400000000005,5291.7,561.7400000000007
2018-01,kitchen_dining_laundry_garden_furniture,4838.5,4277.3,561.1999999999998
2018-01,books_technical,1176.55,670.69,505.8599999999999
2018-01,home_appliances,1725.15,1331.0,394.1500000000001
2018-01,christmas_supplies,851.5,493.90000000000003,357.59999999999997
2018-01,books_imported,583.0,231.0,352.0
2018-01,signaling_and_security,1048.79,770.0,278.78999999999996
2018-01,flowers,284.6,82.7,201.90000000000003
2018-01,costruction_tools_tools,532.3,349.4,182.89999999999998
2018-01,market_place,818.72,703.25,115.47000000000003
2018-01,fashio_female_clothing,161.79000000000002,59.98,101.81000000000003
2018-01,fashion_male_clothing,550.6,450.89,99.71000000000004
2018-01,drinks,2227.61,2132.84,94.76999999999998
2018-01,fashion_sport,119.8,59.9,59.9
2018-01,furniture_mattress_and_upholstery,860.5,803.7,56.799999999999955
2018-01,diapers_and_hygiene,125.0,76.0,49.0
2018-01,garden_tools,26793.06,26795.69,-2.6299999999973807
2018-01,furniture_living_room,2308.1,2316.0099999999998,-7.9099999999998545
2018-01,la_cuisine,112.0,137.0,-25.0
2018-01,music,24.97,54.9,-29.93
2018-01,cine_photo,199.98,242.0,-42.02000000000001
2018-01,dvds_blu_ray,49.8,119.9,-70.10000000000001
2018-01,food,829.56,939.34,-109.78000000000009
2018-01,books_general_interest,2160.2,2352.2,-192.0
2018-01,tablets_printing_image,161.8,419.40000000000003,-257.6
2018-01,small_appliances_home_oven_and_coffee,369.99,640.99,-271.0
2018-01,party_supplies,135.8,515.2,-379.40000000000003
2018-01,fashion_underwear_beach,754.5,1173.1,-418.5999999999999
2018-01,fashion_shoes,666.7,1099.0,-432.29999999999995
2018-01,food_drink,341.17,1033.68,-692.51
2018-01,home_construction,5747.78,6525.3,-777.5200000000004
2018-01,consoles_games,7313.28,8885.01,-1571.7300000000005
2018-01,fashion_bags_accessories,7931.72,9999.76,-2068.04
2018-01,auto,35855.02,39019.96,-3164.9400000000023
2018-01,perfumery,19555.37,26448.94,-6893.57
2018-01,computers,6851.0,16741.0,-9890.0
2018-01,toys,21382.85,55064.56,-33681.71
2018-02,computers_accessories,100131.99,80503.87,19628.12000000001
2018-02,health_beauty,84576.55,71405.6,13170.949999999997
2018-02,auto,41048.51,35855.02,5193.490000000005
2018-02,consoles_games,11763.83,7313.28,4450.55
2018-02,home_appliances,5542.45,1725.15,3817.2999999999997
2018-02,construction_tools_safety,5965.75,2228.89,3736.86
2018-02,small_appliances_home_oven_and_coffee,3024.9,369.99,2654.91
2018-02,fixed_telephony,4738.68,2444.1,2294.5800000000004
2018-02,furniture_living_room,4402.78,2308.1,2094.68
2018-02,industry_commerce_and_business,4735.59,2681.1,2054.4900000000002
2018-02,fashion_bags_accessories,9786.63,7931.72,1854.909999999999
2018-02,agro_industry_and_commerce,7385.3,5853.4400000000005,1531.8599999999997
2018-02,christmas_supplies,2059.65,851.5,1208.15
2018-02,market_place,1920.92,818.72,1102.2
2018-02,food,1783.52,829.56,953.96
2018-02,perfumery,20372.0,19555.37,816.630000000001
2018-02,costruction_tools_tools,1318.2,532.3,785.9000000000001
2018-02,food_drink,1018.3,341.17,677.1299999999999
2018-02,tablets_printing_image,694.97,161.8,533.1700000000001
2018-02,home_appliances_2,8998.83,8630.1,368.72999999999956
2018-02,fashion_shoes,1033.7,666.7,367.0
2018-02,books_technical,1411.21,1176.55,234.66000000000008
2018-02,music,244.97,24.97,220.0
2018-02,cine_photo,227.99,199.98,28.01000000000002
2018-02,home_comfort_2,38.7,38.7,0.0
2018-02,home_confort,3012.76,3020.16,-7.399999999999636
2018-02,furniture_bedroom,895.8,914.8,-19.0
2018-02,dvds_blu_ray,24.9,49.8,-24.9
2018-02,diapers_and_hygiene,100.0,125.0,-25.0
2018-02,fashio_female_clothing,29.99,161.79000000000002,-131.8
2018-02,flowers,134.48000000000002,284.6,-150.12
2018-02,fashion_male_clothing,388.09,550.6,-162.51000000000005
2018-02,kitchen_dining_laundry_garden_furniture,4621.16,4838.5,-217.34000000000015
2018-02,books_imported,325.0,583.0,-258.0
2018-02,books_general_interest,1886.65,2160.2,-273.5499999999997
2018-02,garden_tools,26489.13,26793.06,-303.9300000000003
2018-02,drinks,1919.95,2227.61,-307.6600000000001
2018-02,signaling_and_security,715.79,1048.79,-333.0
2018-02,fashion_underwear_beach,399.3,754.5,-355.2
2018-02,furniture_mattress_and_upholstery,344.7,860.5,-515.8
2018-02,home_construction,5225.9,5747.78,-521.8800000000001
2018-02,construction_tools_construction,8991.07,9664.18,-673.1100000000006
2018-02,construction_tools_lights,1610.8,2392.99,-782.1899999999998
2018-02,audio,2828.49,3820.28,-991.7900000000004
2018-02,telephony,13672.38,14700.08,-1027.7000000000007
2018-02,electronics,14764.7,15884.28,-1119.58
2018-02,art,1216.71,2540.77,-1324.06
2018-02,pet_shop,9218.24,10796.06,-1577.8199999999997
2018-02,air_conditioning,2626.89,4674.74,-2047.85
2018-02,office_furniture,17287.89,19485.42,-2197.529999999999
2018-02,costruction_tools_garden,1538.25,3927.98,-2389.73
2018-02,housewares,34877.47,37446.74,-2569.269999999997
2018-02,baby,25857.28,29833.88,-3976.600000000002
2018-02,musical_instruments,9015.73,15178.58,-6162.85
2018-02,toys,14203.35,21382.85,-7179.499999999998
2018-02,unknown,12691.97,20993.63,-8301.660000000002
2018-02,small_appliances,5245.16,14261.81,-9016.65
2018-02,cool_stuff,29772.25,38942.41,-9170.160000000003
2018-02,sports_leisure,74540.95,86172.83,-11631.880000000005
2018-02,luggage_accessories,6423.55,18546.32,-12122.77
2018-02,watches_gifts,60725.31,73521.24,-12795.930000000008
2018-02,bed_bath_table,60366.29,75408.13,-15041.840000000004
2018-02,furniture_decor,38002.36,53798.81,-15796.449999999997
2018-02,stationery,10090.53,39522.72,-29432.190000000002
2018-02,pc_gamer,129.99,,
2018-03,watches_gifts,95661.18000000001,60725.31,34935.87000000001
2018-03,baby,40818.75,25857.28,14961.470000000001
2018-03,office_furniture,30861.64,17287.89,13573.75
2018-03,furniture_decor,51319.97,38002.36,13317.61
2018-03,telephony,24759.43,13672.38,11087.050000000001
2018-03,small_appliances,13952.18,5245.16,8707.02
2018-03,toys,22817.55,14203.35,8614.199999999999
2018-03,cool_stuff,37791.24,29772.25,8018.989999999998
2018-03,audio,10606.69,2828.49,7778.200000000001
2018-03,bed_bath_table,67786.35,60366.29,7420.060000000005
2018-03,sports_leisure,81656.96,74540.95,7116.010000000009
2018-03,small_appliances_home_oven_and_coffee,7890.9,3024.9,4866.0
2018-03,home_appliances,9876.59,5542.45,4334.14
2018-03,pet_shop,13400.210000000001,9218.24,4181.970000000001
2018-03,unknown,16625.22,12691.97,3933.250000000002
2018-03,auto,44081.96,41048.51,3033.449999999997
2018-03,stationery,12993.74,10090.53,2903.209999999999
2018-03,food_drink,2350.77,1018.3,1332.47
2018-03,construction_tools_lights,2536.7,1610.8,925.8999999999999
2018-03,party_supplies,913.9,135.8,778.0999999999999
2018-03,costruction_tools_garden,2087.23,1538.25,548.98
2018-03,cine_photo,711.79,227.99,483.79999999999995
2018-03,construction_tools_construction,9446.58,8991.07,455.5100000000002
2018-03,fashion_bags_accessories,10096.51,9786.63,309.880000000001
2018-03,garden_tools,26773.88,26489.13,284.75
2018-03,la_cuisine,389.0,112.0,277.0
2018-03,signaling_and_security,921.9,715.79,206.11
2018-03,furniture_bedroom,1071.8,895.8,176.0
2018-03,housewares,35052.12,34877.47,174.65000000000146
2018-03,furniture_mattress_and_upholstery,440.0,344.7,95.30000000000001
2018-03,fashio_female_clothing,119.96,29.99,89.97
2018-03,music,323.97,244.97,79.00000000000003
2018-03,consoles_games,11826.22,11763.83,62.38999999999942
2018-03,fashion_childrens_clothes,79.98,39.99,39.99
2018-03,diapers_and_hygiene,125.0,100.0,25.0
2018-03,dvds_blu_ray,49.8,24.9,24.9
2018-03,home_construction,5250.51,5225.9,24.610000000000582
2018-03,fashion_shoes,1053.1,1033.7,19.399999999999864
2018-03,home_comfort_2,34.99,38.7,-3.710000000000001
2018-03,fashion_sport,89.9,119.8,-29.89999999999999
2018-03,flowers,89.67,134.48000000000002,-44.81000000000002
2018-03,books_imported,259.0,325.0,-66.0
2018-03,musical_instruments,8931.4,9015.73,-84.32999999999993
2018-03,health_beauty,84488.56999999999,84576.55,-87.98000000001048
2018-03,fashion_underwear_beach,289.4,399.3,-109.90000000000003
2018-03,air_conditioning,2507.68,2626.89,-119.21000000000004
2018-03,books_general_interest,1691.94,1886.65,-194.71000000000004
2018-03,food,1559.8999999999999,1783.52,-223.62000000000012
2018-03,perfumery,20081.88,20372.0,-290.119999999999
2018-03,market_place,1548.74,1920.92,-372.18000000000006
2018-03,costruction_tools_tools,931.3,1318.2,-386.9000000000001
2018-03,tablets_printing_image,259.29,694.97,-435.68
2018-03,home_confort,2522.38,3012.76,-490.3800000000001
2018-03,books_technical,913.47,1411.21,-497.74
2018-03,luggage_accessories,5851.77,6423.55,-571.7799999999997
2018-03,construction_tools_safety,5374.87,5965.75,-590.8800000000001
2018-03,art,461.5,1216.71,-755.21
2018-03,furniture_living_room,3521.87,4402.78,-880.9099999999999
2018-03,drinks,962.7,1919.95,-957.25
2018-03,christmas_supplies,854.95,2059.65,-1204.7
2018-03,kitchen_dining_laundry_garden_furniture,2842.66,4621.16,-1778.5
2018-03,industry_commerce_and_business,2922.45,4735.59,-1813.1400000000003
2018-03,agro_industry_and_commerce,5161.0,7385.3,-2224.3
2018-03,electronics,12394.51,14764.7,-2370.1900000000005
2018-03,fixed_telephony,1930.59,4738.68,-2808.09
2018-03,home_appliances_2,5648.2,8998.83,-3350.63
2018-03,computers_accessories,84708.39,100131.99,-15423.600000000006
2018-04,home_appliances_2,20741.69,5648.2,15093.489999999998
2018-04,musical_instruments,19375.31,8931.4,10443.910000000002
2018-04,housewares,44363.29,35052.12,9311.169999999998
2018-04,garden_tools,34526.04,26773.88,7752.16
2018-04,computers,13774.92,6851.0,6923.92
2018-04,health_beauty,91058.45,84488.56999999999,6569.880000000005
2018-04,baby,47201.22,40818.75,6382.470000000001
2018-04,small_appliances_home_oven_and_coffee,13211.99,7890.9,5321.09
2018-04,home_appliances,15019.63,9876.59,5143.039999999999
2018-04,furniture_decor,56217.62,51319.97,4897.6500000000015
2018-04,pet_shop,18282.97,13400.210000000001,4882.76
2018-04,books_general_interest,6274.51,1691.94,4582.57
2018-04,drinks,5016.4400000000005,962.7,4053.7400000000007
2018-04,home_construction,9204.65,5250.51,3954.1399999999994
2018-04,auto,47989.41,44081.96,3907.4500000000044
2018-04,bed_bath_table,71379.61,67786.35,3593.2599999999948
2018-04,construction_tools_construction,12933.83,9446.58,3487.25
2018-04,luggage_accessories,8680.48,5851.77,2828.709999999999
2018-04,industry_commerce_and_business,5690.61,2922.45,2768.16
2018-04,construction_tools_lights,4962.67,2536.7,2425.9700000000003
2018-04,art,2140.2799999999997,461.5,1678.7799999999997
2018-04,furniture_living_room,5041.83,3521.87,1519.96
2018-04,music,1696.8600000000001,323.97,1372.89
2018-04,signaling_and_security,2222.3,921.9,1300.4
2018-04,air_conditioning,3261.79,2507.68,754.1100000000001
2018-04,costruction_tools_tools,1332.99,931.3,401.69000000000005
2018-04,fashion_shoes,1438.7,1053.1,385.60000000000014
2018-04,toys,23140.41,22817.55,322.8600000000006
2018-04,kitchen_dining_laundry_garden_furniture,3110.57,2842.66,267.9100000000003
2018-04,books_technical,1172.1,913.47,258.6299999999999
2018-04,furniture_bedroom,1301.9,1071.8,230.10000000000014
2018-04,food,1665.43,1559.8999999999999,105.5300000000002
2018-04,fashion_underwear_beach,359.4,289.4,70.0
2018-04,flowers,158.4,89.67,68.73
2018-04,books_imported,317.99,259.0,58.99000000000001
2018-04,fashio_female_clothing,174.95000000000002,119.96,54.99000000000002
2018-04,dvds_blu_ray,92.5,49.8,42.7
2018-04,diapers_and_hygiene,149.0,125.0,24.0
2018-04,cds_dvds_musicals,65.0,65.0,0.0
2018-04,fashion_sport,89.9,89.9,0.0
2018-04,fixed_telephony,1921.94,1930.59,-8.649999999999864
2018-04,home_comfort_2,12.9,34.99,-22.090000000000003
2018-04,la_cuisine,280.0,389.0,-109.0
2018-04,cine_photo,521.74,711.79,-190.04999999999995
2018-04,fashion_male_clothing,195.0,388.09,-193.08999999999997
2018-04,tablets_printing_image,52.0,259.29,-207.29000000000002
2018-04,christmas_supplies,275.15000000000003,854.95,-579.8
2018-04,home_confort,1939.4,2522.38,-582.98
2018-04,agro_industry_and_commerce,4500.7,5161.0,-660.3000000000002
